fecha,num,estacion,provincia,localidad,tipo,tmax,tmin,lluvia,informe
2025-07-22,012,ARPT. ARROYO BARRIL,SAMANÁ,ONAMET,EMCO,29.0,23.7,5.9,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,013,ARPT. DE PUNTA CANA,LA ALTAGRACIA,ONAMET,EMCO,32.0,24.8,5.6,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,014,SALCEDO,HERMANAS MIRABAL,PROPIEDAD DEL EMPLEADO,EMCO,,,4.8,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,015,HATO MAYOR,HATO MAYOR,MINISTERIO DE AGRICULTURA,EMCV,,,4.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,016,BOHECHÍO,SAN JUAN,MINISTERIO DE AGRICULTURA,EMCV,,,4.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,017,VILLA ALTAGRACIA,SAN CRISTÓBAL,ESCUELA JAVIER ANGULO GURIDI,EMCO,,,3.9,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,018,CABRERA,MARÍA TRINIDAD SÁNCHEZ,ESCUELA ARÍSTIDES FIALLO CABRAL,EMCO,33.4,27.4,3.5,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,019,POLO,BARAHONA,INDOCAFE,EMCO,28.7,17.4,3.2,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,020,SANTIAGO RODRÍGUEZ,SANTIAGO RODRÍGUEZ,ONAMET,EMCO,38.0,23.2,3.2,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,021,JARDÍN BOTÁNICO NACIONAL,DISTRITO NACIONAL,JARDÍN BOTÁNICO NACIONAL,EMCV,32.4,21.7,3.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,022,SABANETA (EMA),SANTIAGO RODRÍGUEZ,PROGRAMA MUNDIAL DE ALIMENTO,EMAP,38.2,22.3,3.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,023,SAN CRISTÓBAL,SAN CRISTÓBAL,INSTITUTO POLITÉCNICO LOYOLA,EMCO,33.2,22.2,3.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,024,RÍO SAN JUAN,MARÍA TRINIDAD SÁNCHEZ,HOSP. MPAL. DR. DESIDERIO ACOSTA,EMCV,34.1,24.5,2.7,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,025,CENTRO DE LOS HEROES (EMA),DISTRITO NACIONAL,MINISTERIO DE ENERGIA Y MINA,EMAP,32.6,26.7,2.2,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,026,JUMA BEJUCAL,MONSEÑOR NOUEL,IDIAF,EMCV,33.0,23.8,1.8,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,027,SABANA DE LA MAR,HATO MAYOR,ONAMET,EMCO,31.5,22.5,1.7,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,028,ARPT. EL CATEY,SAMANÁ,ONAMET,EMCO,29.8,22.2,1.6,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,029,HIGÜEY,LA ALTAGRACIA,MINISTERIO DE AGRICULTURA,EMCV,,,1.5,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,030,SAN RAFAEL DEL YUMA,LA ALTAGRACIA,MINISTERIO DE AGRICULTURA,EMCO,34.8,24.5,1.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,031,PONTÓN ABAJO (EMA),LA VEGA,MINISTERIO DE AGRICULTURA,EMAP,35.5,24.7,1.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,032,SAMANÁ,SAMANÁ,COMANDANCIA DE PUERTO DE SAMANÁ,EMCO,33.2,24.1,0.8,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,033,LA VEGA,LA VEGA,IATESA,EMCO,34.5,24.0,0.7,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,034,ANAMUYA (EMA),LA ALTAGRACIA,MINISTERIO DE AGRICULTURA,EMAP,33.6,25.1,0.6,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,035,RANCHO ARRIBA,SAN JOSÉ DE OCOA,CENTRO TECNOLÓGICO COMUNITARIO,EMCO,30.4,18.2,0.5,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,036,TAMBORIL,SANTIAGO,MINISTERIO DE AGRICULTURA,EMCV,,,0.5,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,037,ALTAMIRA,PUERTO PLATA,HOSP. MPAL. DE ALTAMIRA,EMCO,35.1,21.6,0.4,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,038,OVIEDO,PEDERNALES,CLÍNICA RURAL OVIEDO,EMCO,35.0,27.0,0.4,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,039,ARPT. GREGORIO LUPERÓN,PUERTO PLATA,ONAMET,EMCO,33.0,23.0,0.2,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,040,ARROYO LORO,SAN JUAN,IDIAF,EMCO,34.6,19.4,0.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,041,SABANA GRANDE DE BOYÁ,MONTE PLATA,MINISTERIO DE AGRICULTURA,EMCV,,,0.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,042,SANTO DOMINGO ESTE,SANTO DOMINGO,ONAMET,EMCO,33.0,25.3,0.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,043,ARPT. DE LA ROMANA,LA ROMANA,ONAMET,EMCO,34.0,23.5,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,044,ARPT. DEL CIBAO,SANTIAGO,ONAMET,EMCO,34.0,21.0,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,045,ARPT. MARÍA MONTEZ,BARAHONA,ONAMET,EMCO,34.0,25.2,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,046,BANI (EMA),PERAVIA,MINISTERIO DE AGRICULTURA,EMAP,33.2,26.6,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,047,BASE AÉREA DE SAN ISIDRO,SANTO DOMINGO,FUERZA AÉREA DOMINICANA,EMCV,33.5,24.0,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,048,BOCA DE MAO (EMA),VALVERDE,MINISTERIO DE AGRICULTURA,EMAP,38.0,25.1,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,049,CABRAL,BARAHONA,MINISTERIO DE AGRICULTURA,EMCV,35.2,26.0,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,050,CONSTANZA,LA VEGA,MINISTERIO DE AGRICULTURA,EMCO,28.5,21.5,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,051,CONSTANZA (EMA),LA VEGA,PROGRAMA MUNDIAL DE ALIMENTO,EMAP,27.8,19.4,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,052,COTUÍ,SÁNCHEZ RAMÍREZ,HOSP. INMACULADA CONCEPCIÓN,EMCV,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,053,EL CERCADO,SAN JUAN,MINISTERIO DE AGRICULTURA,EMCV,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,054,ENRIQUILLO,BARAHONA,MINISTERIO DE AGRICULTURA,EMCV,33.8,26.0,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,055,ESCONDIDO,PERAVIA,MINISTERIO DE AGRICULTURA,EMCV,32.0,26.0,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,056,GASPAR HERNÁNDEZ,ESPAILLAT,PROPIEDAD DEL EMPLEADO,EMCO,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,057,GURABO,SANTIAGO,MINISTERIO DE AGRICULTURA,EMCV,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,058,HONDO VALLE,ELÍAS PIÑA,MINISTERIO DE AGRICULTURA,EMCO,28.4,19.5,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,059,JARABACOA,LA VEGA,INDRHI / MARENA,EMCO,33.2,18.0,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,060,JARABACOA (EMA),LA VEGA,PROGRAMA MUNDIAL DE ALIMENTO,EMAP,32.3,19.4,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,061,LAS CANAS (EMA),MONTE CRISTI,PROGRAMA MUNDIAL DE ALIMENTO,EMAP,31.3,24.2,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,062,LAS MATAS DE SANTA CRUZ (EMA,MONTE CRISTI,PROGRAMA MUNDIAL DE ALIMENTO,EMAP,36.3,23.8,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,063,LOS JENGIBRES,NAGUA,INDRHI,EMCO,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,064,LOS TRES CHARCOS (EMA),PEDERNALES,PROPIEDAD DEL VOLUNTARIO,EMAP,34.1,25.7,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,065,MAO,VALVERDE,INDRHI / MINISTERIO DE AGRICULTURA,EMCV,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,066,MONCIÓN (EMA),SANTIAGO RODRÍGUEZ,PROGRAMA MUNDIAL DE ALIMENTO,EMAP,35.1,20.5,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,067,MONTE CRISTI,MONTE CRISTI,ONAMET,EMCO,34.4,25.5,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,068,NAVARRETE,SANTIAGO,MINISTERIO DE AGRICULTURA,EMCV,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,069,OLIVARES,PEDERNALES,INDRHI,EMCO,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,070,PALO ÍNDIO,PUERTO PLATA,MINISTERIO DE AGRICULTURA,EMCO,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,071,PASO AL MEDIO,SAN PEDRO DE MACORÍS,INDRHI,EMCO,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,072,PEDERNALES,PEDERNALES,INDRHI,EMCO,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,073,PERALTA,AZUA,HOSP. MPAL. DE PERALTA,EMCO,34.3,18.5,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,074,PESCADERIA (EMA),BARAHONA,MINISTERIO DE AGRICULTURA,EMAP,34.6,26.7,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,075,PRESA DE TAVERAS (EMA),LA VEGA,PROGRAMA MUNDIAL DE ALIMENTO,EMAP,32.8,23.1,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,076,SAN JOSÉ DE OCOA,SAN JOSÉ DE OCOA,HOSP. SAN JOSÉ DE OCOA,EMCO,33.6,23.5,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,077,SÁNCHEZ,SAMANÁ,MINISTERIO DE AGRICULTURA,EMCO,33.4,22.6,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,078,TÁBARA ABAJO,AZUA,INDRHI,EMCO,33.5,20.5,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,079,TAVERA,SANTIAGO,INDRHI,EMCO,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,080,VILLA GONZALES,SANTIAGO,MINISTERIO DE AGRICULTURA,EMCO,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-22,081,VILLA ISABELA,PUERTO PLATA,MINISTERIO DE AGRICULTURA,EMCV,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x22-a.pdf
2025-07-23,001,BOHECHÍO,SAN JUAN,MINISTERIO DE AGRICULTURA,EMCV,,,52.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,002,DAJABÓN,DAJABÓN,INSTITUTO POLITÉCNICO LOYOLA,EMCO,35.0,21.5,34.9,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,003,LA VICTORIA,SANTO DOMINGO,CUERPO DE BOMBEROS,EMCO,30.0,22.0,33.5,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,004,BASE AÉREA DE SAN ISIDRO,SANTO DOMINGO,FUERZA AÉREA DOMINICANA,EMCV,31.1,23.9,22.4,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,005,ARPT. LA ISABELA,SANTO DOMINGO,ONAMET,EMCO,33.0,23.6,16.8,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,006,JUMA BEJUCAL,MONSEÑOR NOUEL,IDIAF,EMCV,32.2,24.4,11.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,007,SANTO DOMINGO ESTE,SANTO DOMINGO,ONAMET,EMCO,32.5,25.4,8.6,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,008,ELÍAS PIÑA,ELÍAS PIÑA,MINISTERIO DE AGRICULTURA,EMCV,,,8.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,009,JARDÍN BOTÁNICO NACIONAL,DISTRITO NACIONAL,JARDÍN BOTÁNICO NACIONAL,EMCV,32.7,21.9,6.8,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,010,BONAO,MONSEÑOR NOUEL,MINISTERIO DE AGRICULTURA,EMCV,,,6.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,011,ARROYO LORO,SAN JUAN,IDIAF,EMCO,35.5,18.5,5.9,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,012,VALLE NUEVO (EMA),LA VEGA,MARENA,EMAO,20.8,14.0,5.8,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,013,LAS MATAS DE SANTA CRUZ (EMA,MONTE CRISTI,PROGRAMA MUNDIAL DE ALIMENTO,EMAP,37.1,26.3,5.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,014,CONSTANZA (EMA),LA VEGA,PROGRAMA MUNDIAL DE ALIMENTO,EMAP,26.7,19.2,3.4,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,015,CONSTANZA,LA VEGA,MINISTERIO DE AGRICULTURA,EMCO,27.5,18.0,3.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,016,JARABACOA (EMA),LA VEGA,PROGRAMA MUNDIAL DE ALIMENTO,EMAP,31.3,20.6,1.8,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,017,JARABACOA,LA VEGA,INDRHI / MARENA,EMCO,32.2,19.0,1.5,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,018,SAN RAFAEL DEL YUMA,LA ALTAGRACIA,MINISTERIO DE AGRICULTURA,EMCO,34.0,26.0,1.5,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,019,TAVERA,SANTIAGO,INDRHI,EMCO,,,1.4,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,020,VILLA ALTAGRACIA,SAN CRISTÓBAL,ESCUELA JAVIER ANGULO GURIDI,EMCO,,,1.2,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,021,PRESA DE TAVERAS (EMA),LA VEGA,PROGRAMA MUNDIAL DE ALIMENTO,EMAP,32.2,23.7,1.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,022,SAN FRANCISCO DE MACORÍS,DUARTE,San Francisco de Macorís (UASD),EMCO,32.9,23.5,0.8,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,023,ARPT. DE LA ROMANA,LA ROMANA,ONAMET,EMCO,33.3,23.7,0.7,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,024,LOS LLANOS,SAN PEDRO DE MACORÍS,MINISTERIO DE AGRICULTURA,EMCO,33.2,23.6,0.6,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,025,PALO ÍNDIO,PUERTO PLATA,MINISTERIO DE AGRICULTURA,EMCO,,,0.5,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,026,SÁNCHEZ,SAMANÁ,MINISTERIO DE AGRICULTURA,EMCO,33.6,22.4,0.4,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,027,POLO,BARAHONA,INDOCAFE,EMCO,28.6,19.3,0.3,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,028,HATO MAYOR,HATO MAYOR,MINISTERIO DE AGRICULTURA,EMCV,,,0.3,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,029,ARPT. DE PUNTA CANA,LA ALTAGRACIA,ONAMET,EMCO,32.0,23.5,0.2,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,030,PONTÓN ABAJO (EMA),LA VEGA,MINISTERIO DE AGRICULTURA,EMAP,34.8,24.9,0.2,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,031,RANCHO ARRIBA,SAN JOSÉ DE OCOA,CENTRO TECNOLÓGICO COMUNITARIO,EMCO,31.5,21.0,0.2,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,032,ARPT. DEL CIBAO,SANTIAGO,ONAMET,EMCO,34.4,23.2,0.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,033,HONDO VALLE,ELÍAS PIÑA,MINISTERIO DE AGRICULTURA,EMCO,28.5,19.7,0.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,034,LA VEGA,LA VEGA,IATESA,EMCO,34.5,24.5,0.1,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,035,ALTAMIRA,PUERTO PLATA,HOSP. MPAL. DE ALTAMIRA,EMCO,35.4,23.8,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,036,ANAMUYA (EMA),LA ALTAGRACIA,MINISTERIO DE AGRICULTURA,EMAP,32.1,27.3,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,037,ARPT. ARROYO BARRIL,SAMANÁ,ONAMET,EMCO,32.2,24.5,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,038,ARPT. DE LAS AMÉRICAS,SANTO DOMINGO,ONAMET,EMCO,33.0,23.4,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,039,ARPT. EL CATEY,SAMANÁ,ONAMET,EMCO,30.4,23.5,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,040,ARPT. GREGORIO LUPERÓN,PUERTO PLATA,ONAMET,EMCO,33.5,24.0,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,041,ARPT. MARÍA MONTEZ,BARAHONA,ONAMET,EMCO,34.0,25.0,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,042,BAYAGUANA,MONTE PLATA,ONAMET,EMCO,33.4,22.9,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,043,BOCA DE MAO (EMA),VALVERDE,MINISTERIO DE AGRICULTURA,EMAP,31.5,26.9,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,044,CABRAL,BARAHONA,MINISTERIO DE AGRICULTURA,EMCV,36.0,26.5,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,045,CABRERA,MARÍA TRINIDAD SÁNCHEZ,ESCUELA ARÍSTIDES FIALLO CABRAL,EMCO,33.6,26.4,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,046,CENTRO DE LOS HEROES (EMA),DISTRITO NACIONAL,MINISTERIO DE ENERGIA Y MINA,EMAP,32.1,26.7,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
2025-07-23,047,EL CERCADO,SAN JUAN,MINISTERIO DE AGRICULTURA,EMCV,,,0.0,https://indomet.gob.do/wp-content/uploads/2025/07/temperaturas-extremas-y-precipitaciones-2025x07x23-a.pdf
